rho,state_id,failed_links_json,nominal_probability,worst_case_probability,probability_shift,state_loss,density_ratio
0.05,fail__corr_kanazawa_nanao__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.0010688644472228955,0.0021377288944457893,0.0010688644472228938,1103.8812494628266,1.9999999999999984
0.05,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.00044609194403412,0.0008921838880682401,0.0004460919440341201,1354.713911511713,2.0000000000000004
0.05,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.0005822852767908166,0.0011645705535816332,0.0005822852767908166,1352.6163144338097,2.0
0.05,fail__corr_nanao_anamizu__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_nanao_anamizu""]",0.004672101237164968,0.00934420247432994,0.004672101237164971,1201.879909947404,2.000000000000001
0.05,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",5.2126058516900515e-05,0.00010425211703380104,5.212605851690053e-05,1377.7821633593098,2.0000000000000004
0.05,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",6.804031504591838e-05,0.00013608063009183682,6.804031504591844e-05,1375.9467659161444,2.000000000000001
0.05,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0005459372798418369,0.0010918745596836742,0.0005459372798418373,1230.4721032794364,2.000000000000001
0.05,fail__corr_kanazawa_nanao__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.000643710836984694,0.0012874216739693898,0.0006437108369846958,1103.8812494628264,2.0000000000000027
0.05,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.0002686535410663266,0.0005373070821326534,0.0002686535410663268,1354.7139115117125,2.000000000000001
0.05,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",3.139229566836736e-05,6.278459133673473e-05,3.1392295668367374e-05,1377.7821633593094,2.0000000000000004
0.1,intact,[],0.3447903005741242,0.24479030057412424,-0.09999999999999995,881.1306459808477,0.7099686393918683
0.1,fail__corr_nanao_anamizu,"[""corr_nanao_anamizu""]",0.01681462923617911,0.03362925847235822,0.01681462923617911,1200.6812830457488,2.0
0.1,fail__corr_anamizu_wajima,"[""corr_anamizu_wajima""]",0.01982601199600053,0.03965202399200105,0.019826011996000523,1072.3299459673274,1.9999999999999996
0.1,fail__corr_kanazawa_nanao__corr_nanao_anamizu,"[""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0019647975248753193,0.003929595049750639,0.0019647975248753193,1229.5356760125192,2.0
0.1,fail__corr_kanazawa_nanao__corr_anamizu_wajima,"[""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.0023166790507681764,0.004633358101536353,0.0023166790507681764,1101.1843389340977,2.0
0.1,fail__corr_nanao_anamizu__corr_anamizu_wajima,"[""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.0009668689646712374,0.001933737929342475,0.0009668689646712376,1352.6163144338136,2.0000000000000004
0.1,fail__corr_nanao_anamizu__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_nanao_anamizu""]",0.0077578978313060185,0.015515795662612039,0.00775789783130602,1201.8799099474081,2.0000000000000004
0.1,fail__corr_nanao_anamizu__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_nanao_anamizu""]",0.01012640946878742,0.020252818937574843,0.010126409468787423,1200.68128304575,2.0000000000000004
0.1,fail__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima""]",0.009147283196484586,0.01829456639296917,0.009147283196484583,1075.0268564960609,1.9999999999999996
0.1,fail__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima""]",0.011939978740215988,0.02387995748043198,0.011939978740215991,1072.3299459673278,2.0000000000000004
0.1,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima,"[""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.00011297910420631379,0.0002259582084126276,0.00011297910420631382,1375.9467659161483,2.0000000000000004
0.1,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0009065140981157528,0.0018130281962315054,0.0009065140981157526,1230.4721032794403,1.9999999999999998
0.1,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0011832758237295923,0.002366551647459185,0.0011832758237295927,1229.5356760125203,2.0000000000000004
0.1,fail__corr_kanazawa_nanao__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.0010688644472228955,0.002137728894445789,0.0010688644472228934,1103.8812494628312,1.999999999999998
0.1,fail__corr_kanazawa_nanao__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.001395192266586735,0.0027903845331734706,0.0013951922665867355,1101.1843389340982,2.0000000000000004
0.1,fail__corr_kanazawa_nanao__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_kanazawa_nanao""]",0.011194649383423473,0.012848086883423466,0.0016534374999999935,929.3272896632691,1.1476989089491565
0.1,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.00044609194403412,0.0008921838880682401,0.0004460919440341201,1354.7139115117168,2.0000000000000004
0.1,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.0005822852767908166,0.001164570553581633,0.0005822852767908164,1352.6163144338143,1.9999999999999996
0.1,fail__corr_nanao_anamizu__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_nanao_anamizu""]",0.004672101237164968,0.009344202474329936,0.004672101237164968,1201.8799099474093,2.0
0.1,fail__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima""]",0.005508841965736395,0.011017683931472788,0.005508841965736393,1075.0268564960613,1.9999999999999998
0.1,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",5.2126058516900515e-05,0.00010425211703380103,5.2126058516900515e-05,1377.7821633593137,2.0
0.1,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",6.804031504591838e-05,0.00013608063009183674,6.804031504591835e-05,1375.946765916149,1.9999999999999996
0.1,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0005459372798418369,0.001091874559683674,0.0005459372798418371,1230.4721032794416,2.0000000000000004
0.1,fail__corr_kanazawa_nanao__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.000643710836984694,0.0012874216739693896,0.0006437108369846956,1103.8812494628316,2.000000000000002
0.1,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.0002686535410663266,0.0005373070821326532,0.0002686535410663266,1354.7139115117177,2.0
0.1,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",3.139229566836736e-05,6.278459133673472e-05,3.139229566836736e-05,1377.7821633593146,2.0
0.15,intact,[],0.3447903005741242,0.19479030057412428,-0.1499999999999999,881.1306459808475,0.5649529590878024
0.15,fail__corr_nanao_anamizu,"[""corr_nanao_anamizu""]",0.01681462923617911,0.03362925847235822,0.01681462923617911,1200.6812830457488,2.0
0.15,fail__corr_anamizu_wajima,"[""corr_anamizu_wajima""]",0.01982601199600053,0.03965202399200105,0.019826011996000523,1072.3299459673274,1.9999999999999996
0.15,fail__corr_kanazawa_nanao__corr_nanao_anamizu,"[""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0019647975248753193,0.003929595049750639,0.0019647975248753193,1229.5356760125192,2.0
0.15,fail__corr_kanazawa_nanao__corr_anamizu_wajima,"[""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.0023166790507681764,0.004633358101536353,0.0023166790507681764,1101.1843389340977,2.0
0.15,fail__corr_kanazawa_nanao__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_kanazawa_nanao""]",0.01858841274308323,0.03717682548616645,0.018588412743083222,929.327289663268,1.9999999999999996
0.15,fail__corr_kanazawa_nanao__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_kanazawa_nanao""]",0.024263516084433678,0.04613389145792697,0.021870375373493293,927.5293493107797,1.9013687586492993
0.15,fail__corr_nanao_anamizu__corr_anamizu_wajima,"[""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.0009668689646712374,0.001933737929342475,0.0009668689646712376,1352.6163144338134,2.0000000000000004
0.15,fail__corr_nanao_anamizu__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_nanao_anamizu""]",0.0077578978313060185,0.015515795662612039,0.00775789783130602,1201.8799099474081,2.0000000000000004
0.15,fail__corr_nanao_anamizu__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_nanao_anamizu""]",0.01012640946878742,0.020252818937574843,0.010126409468787423,1200.6812830457498,2.0000000000000004
0.15,fail__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima""]",0.009147283196484586,0.01829456639296917,0.009147283196484583,1075.0268564960604,1.9999999999999996
0.15,fail__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima""]",0.011939978740215988,0.02387995748043198,0.011939978740215991,1072.3299459673276,2.0000000000000004
0.15,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima,"[""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.00011297910420631379,0.0002259582084126276,0.00011297910420631382,1375.9467659161478,2.0000000000000004
0.15,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0009065140981157528,0.0018130281962315054,0.0009065140981157526,1230.47210327944,1.9999999999999998
0.15,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0011832758237295923,0.002366551647459185,0.0011832758237295927,1229.53567601252,2.0000000000000004
0.15,fail__corr_kanazawa_nanao__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.0010688644472228955,0.002137728894445789,0.0010688644472228934,1103.8812494628307,1.999999999999998
0.15,fail__corr_kanazawa_nanao__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.001395192266586735,0.0027903845331734706,0.0013951922665867355,1101.184338934098,2.0000000000000004
0.15,fail__corr_kanazawa_nanao__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_kanazawa_nanao""]",0.011194649383423473,0.02238929876684695,0.011194649383423476,929.3272896632686,2.0000000000000004
0.15,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.00044609194403412,0.0008921838880682401,0.0004460919440341201,1354.7139115117166,2.0000000000000004
0.15,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.0005822852767908166,0.001164570553581633,0.0005822852767908164,1352.6163144338136,1.9999999999999996
0.15,fail__corr_nanao_anamizu__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_nanao_anamizu""]",0.004672101237164968,0.009344202474329936,0.004672101237164968,1201.879909947409,2.0
0.15,fail__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima""]",0.005508841965736395,0.011017683931472788,0.005508841965736393,1075.0268564960606,1.9999999999999998
0.15,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",5.2126058516900515e-05,0.00010425211703380103,5.2126058516900515e-05,1377.7821633593135,2.0
0.15,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",6.804031504591838e-05,0.00013608063009183674,6.804031504591835e-05,1375.9467659161485,1.9999999999999996
0.15,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0005459372798418369,0.001091874559683674,0.0005459372798418371,1230.4721032794412,2.0000000000000004
0.15,fail__corr_kanazawa_nanao__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.000643710836984694,0.0012874216739693896,0.0006437108369846956,1103.8812494628312,2.000000000000002
0.15,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.0002686535410663266,0.0005373070821326532,0.0002686535410663266,1354.7139115117175,2.0
0.15,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",3.139229566836736e-05,6.278459133673472e-05,3.139229566836736e-05,1377.7821633593142,2.0
0.2,intact,[],0.3447903005741242,0.14479030057412426,-0.19999999999999993,881.1306459808468,0.4199372787837364
0.2,fail__corr_kanazawa_nanao,"[""corr_kanazawa_nanao""]",0.04028891268749713,0.08057782537499425,0.04028891268749712,927.5293493107783,1.9999999999999996
0.2,fail__corr_nanao_anamizu,"[""corr_nanao_anamizu""]",0.01681462923617911,0.03362925847235822,0.01681462923617911,1200.6812830457482,2.0
0.2,fail__corr_anamizu_wajima,"[""corr_anamizu_wajima""]",0.01982601199600053,0.03965202399200105,0.019826011996000523,1072.3299459673265,1.9999999999999996
0.2,fail__corr_kanazawa_nanao__corr_nanao_anamizu,"[""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0019647975248753193,0.003929595049750639,0.0019647975248753193,1229.5356760125185,2.0
0.2,fail__corr_kanazawa_nanao__corr_anamizu_wajima,"[""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.0023166790507681764,0.004633358101536353,0.0023166790507681764,1101.1843389340968,2.0
0.2,fail__corr_kanazawa_nanao__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_kanazawa_nanao""]",0.01858841274308323,0.037176825486166465,0.018588412743083236,929.3272896632668,2.0000000000000004
0.2,fail__corr_kanazawa_nanao__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_kanazawa_nanao""]",0.024263516084433678,0.04852703216886735,0.02426351608443367,927.5293493107786,1.9999999999999998
0.2,fail__corr_nanao_anamizu__corr_anamizu_wajima,"[""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.0009668689646712374,0.001933737929342475,0.0009668689646712376,1352.6163144338127,2.0000000000000004
0.2,fail__corr_nanao_anamizu__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_nanao_anamizu""]",0.0077578978313060185,0.015515795662612037,0.0077578978313060185,1201.8799099474072,2.0
0.2,fail__corr_nanao_anamizu__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_nanao_anamizu""]",0.01012640946878742,0.020252818937574843,0.010126409468787423,1200.681283045748,2.0000000000000004
0.2,fail__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima""]",0.009147283196484586,0.01829456639296917,0.009147283196484583,1075.026856496059,1.9999999999999996
0.2,fail__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima""]",0.011939978740215988,0.02387995748043198,0.011939978740215991,1072.3299459673265,2.0000000000000004
0.2,fail__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu""]",0.09580319418573754,0.10312114078730006,0.007317946601562514,882.9285863333355,1.0763852047289248
0.2,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima,"[""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.00011297910420631379,0.0002259582084126276,0.00011297910420631382,1375.9467659161473,2.0000000000000004
0.2,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0009065140981157528,0.0018130281962315054,0.0009065140981157526,1230.4721032794396,1.9999999999999998
0.2,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0011832758237295923,0.002366551647459185,0.0011832758237295927,1229.5356760125183,2.0000000000000004
0.2,fail__corr_kanazawa_nanao__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.0010688644472228955,0.002137728894445789,0.0010688644472228934,1103.8812494628294,1.999999999999998
0.2,fail__corr_kanazawa_nanao__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.001395192266586735,0.0027903845331734706,0.0013951922665867355,1101.1843389340968,2.0000000000000004
0.2,fail__corr_kanazawa_nanao__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_kanazawa_nanao""]",0.011194649383423473,0.022389298766846935,0.011194649383423462,929.3272896632668,1.9999999999999991
0.2,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.00044609194403412,0.00089218388806824,0.00044609194403412,1354.7139115117157,2.0
0.2,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.0005822852767908166,0.001164570553581633,0.0005822852767908164,1352.6163144338125,1.9999999999999996
0.2,fail__corr_nanao_anamizu__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_nanao_anamizu""]",0.004672101237164968,0.009344202474329938,0.00467210123716497,1201.8799099474072,2.0000000000000004
0.2,fail__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima""]",0.005508841965736395,0.011017683931472788,0.005508841965736393,1075.026856496059,1.9999999999999998
0.2,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",5.2126058516900515e-05,0.00010425211703380103,5.2126058516900515e-05,1377.7821633593126,2.0
0.2,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",6.804031504591838e-05,0.00013608063009183674,6.804031504591835e-05,1375.9467659161473,1.9999999999999996
0.2,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0005459372798418369,0.001091874559683674,0.0005459372798418371,1230.4721032794396,2.0000000000000004
0.2,fail__corr_kanazawa_nanao__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.000643710836984694,0.0012874216739693896,0.0006437108369846956,1103.8812494628294,2.000000000000002
0.2,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.0002686535410663266,0.0005373070821326533,0.0002686535410663267,1354.7139115117157,2.0000000000000004
0.2,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",3.139229566836736e-05,6.278459133673472e-05,3.139229566836736e-05,1377.7821633593126,2.0
0.25,intact,[],0.3447903005741242,0.30243613774592626,-0.04235416282819793,881.1306459808459,0.8771596452751939
0.25,fail__corr_kanazawa_nanao,"[""corr_kanazawa_nanao""]",0.04028891268749713,0.08057782537499425,0.04028891268749712,927.5293493107772,1.9999999999999996
0.25,fail__corr_nanao_anamizu,"[""corr_nanao_anamizu""]",0.01681462923617911,0.03362925847235822,0.01681462923617911,1200.681283045747,2.0
0.25,fail__corr_anamizu_wajima,"[""corr_anamizu_wajima""]",0.01982601199600053,0.03965202399200105,0.019826011996000523,1072.3299459673253,1.9999999999999996
0.25,fail__corr_anamizu_noto,"[""corr_anamizu_noto""]",0.15907861466989862,0.21639656127146112,0.0573179466015625,882.9285863333341,1.3603120804169813
0.25,fail__corr_anamizu_suzu,"[""corr_anamizu_suzu""]",0.20764583717180218,4.163336342344337e-17,-0.20764583717180213,881.1306459808454,2.0050179666735492e-16
0.25,fail__corr_kanazawa_nanao__corr_nanao_anamizu,"[""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0019647975248753193,0.003929595049750639,0.0019647975248753193,1229.5356760125173,2.0
